rsi,macd,sma_ratio,volume_change,volatility,target
57.35444912840377,0.0,0.9768114398580173,2.012138837959158,0.021114347163959112,0.02652404082300941
57.35444912840377,3.8769230769232763,0.9768114398580173,2.012138837959158,0.021114347163959112,-0.016853633898665565
57.35444912840377,4.3414420337499,0.9768114398580173,1.0183657620217033,0.021114347163959112,-0.01879191001514169
57.35444912840377,1.8838264924174837,0.9768114398580173,-0.03631409823109155,0.021114347163959112,0.03182782661412542
57.35444912840377,4.543713729351566,0.9768114398580173,-0.30895984633480456,0.021114347163959112,-0.023475056083751777
57.35444912840377,3.06990784684308,0.9768114398580173,0.3894094131609358,0.021114347163959112,0.02723916313414465
57.35444912840377,5.85288149619555,0.9768114398580173,-0.43100871031188537,0.021114347163959112,-0.013072069433721079
57.35444912840377,6.008169893879995,0.9768114398580173,0.7844783312922214,0.021114347163959112,0.0026975991367683694
57.35444912840377,6.460225819201014,0.9768114398580173,-0.32160370153086637,0.021114347163959112,-0.01337099811676079
57.35444912840377,4.758443700074167,0.9768114398580173,0.06154649436258919,0.021114347163959112,0.0035448422545196756
57.35444912840377,3.88942986087136,0.9768114398580173,-0.11186768932814828,0.021114347163959112,-0.0073363584490394596
57.35444912840377,2.0873314984089575,0.9768114398580173,-0.30210622869109227,0.01912080098111381,0.0037226617031176357
57.35444912840377,1.1940939608853114,0.9768114398580173,-0.08984500929944206,0.01853364076200105,-0.007554064741334687
57.35444912840377,-0.6241872318853439,0.9768114398580173,76.97940166748405,0.01763370124525285,0.0424543855792483
57.35444912840377,4.120739893230166,0.9768114398580173,-0.7299091544374563,0.01990985896676886,-0.013522418746869769
48.83385429189709,5.745161545178689,0.9768114398580173,-0.5769728331177232,0.01873776598347017,-0.01466973065412569
49.33802987975221,4.762641055449649,0.9768114398580173,-0.015290519877675823,0.01720923336316867,-0.021911864406779724
48.67002156721781,0.7157929104432696,0.9768114398580173,-0.5838509316770186,0.01806350847908288,-0.024870380125876834
35.94213649851632,-6.040749572515779,0.9768114398580173,0.8283582089552239,0.019231967030953073,0.04182541939152684
50.43778801843317,-5.398260069734079,0.9768114398580173,-0.3795918367346939,0.024003448979290843,-0.005185447995414982
42.951485902971804,-5.591201227728561,0.9768114398580173,-0.6563947368421053,0.02402574767478231,-0.0002743408959973159
45.74597592317056,-5.71853459963063,0.9768114398580173,-0.14645400934364705,0.02391268653455687,0.0007409236848605616
45.20491803278689,-5.645436419785938,0.9768114398580173,-0.2422889701428924,0.02387969699421678,-0.04576615114621041
38.96608572774376,-12.180810365266098,0.9768114398580173,3.440760258156196,0.027890541369382935,0.014828012299203941
41.619734174363586,-15.104185275653435,0.9768114398580173,-0.61294,0.023838776756167253,-0.02035962055783669
39.6161681140774,-20.090257524240087,0.9768114398580173,1.755817358204585,0.024146499701278242,0.057810151462596826
49.673845054061296,-15.790567604765329,0.9768114398580173,0.13749999999999996,0.03152685288179738,-0.002322658214012452
50.54095826893355,-12.58094652705995,0.9768114398580173,-0.3571428571428571,0.030631803758759422,0.0025471775629262172
